ExpirationDate: 01/14/2021
Ticker: AAPL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
1720,6.75,3,7.6,0.75,12.5,2,136,0.253578
1190,144.32,137,147,0,0,1,52,0.330813
1440,41,36.5,45.3,0.0999985,0.244495,26,304,0.281585
1195,137.5,134,144,5.5,4.16667,2,12,0.329112
1200,138.6,131.5,141.5,5,3.74251,6,742,0.328548
1460,33.5,31.4,40.7,-1.2,-3.45822,38,132,0.279441
1215,126.26,123.5,133.5,7.66,6.45869,3,11,0.325271
1220,124,121,131,7.5,6.43777,4,135,0.324451
1230,126.3,116,125.5,9.70001,8.31904,2,143,0.321426
1240,112.09,111,120.5,5.07,4.73743,4,60,0.319335
1270,102.1,96.5,105.4,0,0,1,57,0.311267
1280,94,92,101.5,38.54,69.4915,12,173,0.310737
1310,80.35,79,88.5,0,0,3,140,0.304485
1320,78.25,74,82.2,-0.349998,-0.445291,1,114,0.297107
1340,69.1,67.1,74.3,3.6,5.49618,15,324,0.292808
1360,64.3,59,67,0.800003,1.25985,1,533,0.288856
1400,51.37,47,54.2,-3.63,-6.6,72,1504,0.282127
1420,33.6,41.5,50,0,0,2,325,0.283
1480,30,27.5,35.5,-1.05,-3.38164,4,311,0.274376
1500,26.2,25.2,31,-2.55,-8.86956,27,1330,0.270172
1520,25,20.9,27.9,2.25,9.89011,4,137,0.269416
1540,20.9,20.6,24.5,-3.95,-15.8954,4,338,0.266624
1580,17.5,13.8,18.9,1.44,8.96638,5,188,0.262169
1600,13.5,12.5,16,-1.25,-8.47458,6,505,0.257713
1640,10.5,8.5,12.5,0,0,1,163,0.255935
1680,7.76,6.2,9.8,0,0,1,139,0.254875
1700,6.63,3.5,8.5,-0.37,-5.28571,8,397,0.253326
1740,6.1,3.8,6.6,1.1,22,3,248,0.252357
1760,3.05,3.3,6,0,0,1,46,0.253517
1800,3.82,2.4,4.8,-0.18,-4.5,2,495,0.254219
1840,2.4,1.75,3.8,0,0,5,38,0.254478
1860,2.17,1.5,5,-0.33,-13.2,25,81,0.272407
1880,1.75,1.3,3.2,0,0,1,237,0.257362
1900,2,1.15,5,0.6,42.8571,3,537,0.282844
1920,1.3,0.95,2.65,0,0,3,43,0.259346
1940,1.75,0.85,2.4,0.85,94.4445,6,74,0.260139
1960,1.5,0,2.25,0.7,87.5,5,56,0.262184
1980,1.35,0,5,-0.15,-10,3,94,0.302818
2000,1.5,0.3,1.55,0.32,27.1186,3,503,0.257332
2100,0.8,0.4,1.15,0.07,9.58904,30,280,0.267402
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: DIS
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
60,47,45,48.85,3.28,7.50228,12,1653,0.555669
45,62.04,59.1,62.25,9.45,17.9692,5,8,0.648929
70,38,36.15,40.1,1.28,3.48584,122,242,0.595158
50,53,54.25,57.75,0,0,21,78,0.613407
55,53.2,49.55,53.3,3.9,7.91075,3,124,0.583866
65,44.1,40.65,44.4,5.1,13.0769,146,245,0.529424
75,35.23,32.15,35.65,4.54,14.7931,3,411,0.549504
80,29.45,28.25,31.45,1.65,5.93526,58,557,0.513066
85,26.66,24.5,28.15,-1.02,-3.68497,12,566,0.505742
90,23.03,21.15,23.45,2.58,12.6161,11,2737,0.446478
95,19.83,18.05,20,3.03,18.0357,13,1943,0.42481
97.5,17.8,16.55,19.5,2.5,16.3399,20,884,0.447759
100,16.75,16,17.4,2.02,13.7135,140,4237,0.421942
105,14.05,13.4,14.35,2.05,17.0833,139,3863,0.39939
110,12.2,11.25,12,2,19.6078,126,3073,0.389716
115,8.5,8.95,10.45,0.3,3.65854,173,5946,0.395148
120,7.7,7.4,8,1.24,19.195,291,6768,0.369147
125,6.34,5.75,6.5,1.15,22.158,339,2627,0.36286
130,4.75,4.65,5,0.9,23.3766,164,4319,0.349738
135,3.85,3.25,4.45,0.7,22.2222,133,4825,0.361212
140,3,2.8,3.3,0.6,25,200,9124,0.347052
145,2.28,2.15,2.88,0.23,11.2195,164,4732,0.354743
150,1.82,1.7,2.07,0.22,13.75,616,8666,0.341193
155,1.43,1.35,1.89,0.12,9.16031,82,3882,0.352546
160,1.2,1.1,1.3,0.15,14.2857,164,6373,0.338141
165,0.92,0.9,1,0.1,12.1951,31,4697,0.334968
170,0.77,0.5,0.8,0.05,6.94444,168,4173,0.33509
175,0.64,0.61,0.67,0.06,10.3448,877,6052,0.338141
180,0.67,0.3,0.7,0.19,39.5833,58,2796,0.355109
185,0.45,0.4,0.58,0.12,36.3636,9,1128,0.356208
190,0.4,0.28,0.4,0.06,17.6471,5,3260,0.346686
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,0.33,0.2,0.43,0.03,10,11,1473,0.362799
200,0.29,0.27,0.31,0.00999999,3.57143,178,9521,0.355963
210,0.2,0.2,0.25,0,0,5,3271,0.365729
220,0.21,0.17,0.22,0.00999999,5,483,2969,0.378912

Ticker: JNJ
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
90,52,50.6,54.4,-1.03,-1.94229,1,42,0.46784
60,73.6,79,83.6,0,0,0,1,0.726321
65,63.5,74.1,78.8,0,0,2,5,0.68201
100,43.35,41.15,44.55,3.2,7.9701,1,275,0.389838
70,63,69.1,73.8,0,0,2,5,0.626713
75,74.8,48.6,51.35,0,0,20,0,1e-05
80,50.95,59.5,64.2,0,0,1,7,0.549687
85,64.2,40.05,42.45,0,0,26,0,1e-05
95,39.05,45.8,49.8,0,0,1,38,0.442144
105,38.96,38.05,40,-0.370003,-0.940765,2,196,0.3664
110,35.71,33.3,35.65,1.46,4.26277,10,444,0.347907
115,30.72,28.9,31.45,0,0,10,294,0.331061
120,25.86,25,27.45,-0.139999,-0.538459,3,523,0.316291
125,22.5,21.75,23.65,-2.3,-9.27419,3,887,0.302558
130,18.6,19,20.05,-1.05,-5.34351,58,3064,0.2891
135,17.25,15.5,18.3,-0.25,-1.42857,10,1255,0.310188
140,14.17,12.65,14,-0.63,-4.25676,820,1896,0.271797
145,10.45,10.25,11.5,-0.64,-5.77097,22,2890,0.265541
150,8.11,7.6,8.85,-1.15,-12.419,30,1911,0.250374
155,7,5.9,6.95,-0.25,-3.44828,9,1853,0.244331
160,5,4.45,5.6,-0.6,-10.7143,202,2604,0.244301
165,4,3.35,5.45,-0.56,-12.2807,2,1866,0.267463
170,2.73,2.11,3.15,-0.0699999,-2.5,72,1617,0.23304
175,2.1,1.59,2.52,-0.3,-12.5,17,921,0.235359
180,1.5,1.18,1.96,-0.22,-12.7907,20,945,0.235664
185,0.97,0.86,1.48,-0.00999999,-1.02041,13,746,0.234444
190,1.16,0.6,0.93,0.26,28.8889,6,2288,0.224068
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,0.56,0.4,0.7,0,0,2,301,0.224617
200,0.4,0.35,0.53,-0.00999999,-2.43902,5,675,0.225472
210,0.2,0.13,0.46,-0.05,-20,8,706,0.24366

Ticker: GE
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
1,6.25,6.05,6.35,-0.0999999,-1.5748,2,77,1.36719
12,0.27,0.27,0.28,-0.04,-12.9032,1585,155966,0.525395
8,1.19,1.16,1.22,-0.11,-8.46153,1726,56177,0.60352
4,3.54,3.45,3.6,-0.0599999,-1.66667,11,715,0.77344
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
3,4.4,4.3,4.45,-0.2,-4.34782,1,137,0.892579
2,5.6,5.05,5.45,0.35,6.66666,2,31,1.01563
10,0.57,0.58,0.66,-0.05,-8.06452,10303,89609,0.568364
5,2.8,2.75,2.85,-0.18,-6.04027,739,14808,0.720706
15,0.1,0.09,0.1,-0.02,-16.6667,4375,238298,0.511724
17,0.06,0.05,0.07,-0.01,-14.2857,460,51796,0.527348
20,0.03,0.03,0.04,-0.01,-25,2836,108630,0.554692
22,0.03,0.02,0.04,0.01,50,79,7872,0.578129
25,0.01,0.01,0.03,-0.02,-66.6667,57,7338,0.601566

Ticker: DOW
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
30,9.5,9.1,9.9,1.5,18.75,69,1043,0.525884
22.5,13.1,14.5,15.4,0,0,1,32,0.508306
15,22,19.3,24,8,57.1429,1,2,0.507817
35,6.5,6.5,7,1,18.1818,32,3316,0.497197
25,10.55,12.6,13.4,0,0,9,502,0.505132
17.5,13,17,21.6,0,0,3,0,0.5127
20,11.4,16,19,0,0,5,29,0.612797
27.5,10.65,10.8,11.6,0.95,9.79381,12,134,0.544194
32.5,7.8,7.6,8.4,1.2,18.1818,2,1168,0.513433
37.5,5.45,5.1,5.8,1.35,32.9268,10,534,0.485601
40,4.15,4.1,4.8,0.54,14.9585,58,981,0.478521
42.5,3.59,3.3,4,0.79,28.2143,3,1277,0.476568
45,2.8,2.55,3,0.77,37.931,20,763,0.448248
47.5,2.17,1.75,2.65,0.67,44.6667,15,1442,0.464239
50,2,1.55,1.9,0.73,57.4803,71,1699,0.436773
52.5,1.3,1,1.75,0.25,23.8095,96,1105,0.457647
55,1.1,0.85,1.25,0.3,37.5,138,5567,0.436285
57.5,1.05,0.7,1,0.4,61.5385,82,2074,0.434576
60,0.9,0.55,0.95,0.5,125,32,3149,0.454107
62.5,0.65,0.3,0.8,0.15,30,10,388,0.457037
65,0.3,0.25,0.65,0,0,2,1348,0.455572
70,0.35,0.25,0.5,0.1,40,1,451,0.467779
75,0.2,0.05,0.4,0.15,300,5,27,0.48145
80,0.2,0,0.35,0,0,2,897,0.500493
85,0.4,0,0,0,0,30,45,0.250007
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: MA
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
125,175.3,201.5,205.55,0,0,1,31,2.01581
370,6.05,5.15,8.6,0.85,16.3462,9,243,0.365729
95,168.2,173,177.4,0,0,197,185,0.606449
410,2.4,0.79,4.5,1.05,77.7778,36,288,0.360419
100,176.02,168,172.6,32.02,22.2361,3,61,0.590092
430,1.2,0.97,1.8,0,0,10,140,0.316413
105,155,163.5,167.8,0,0,1,18,0.597172
110,125.68,158.5,163.2,0,0,2,31,0.58643
450,1.78,0.09,3.5,1.02,134.211,1,89,0.390265
115,169.05,120,123.4,0,0,1,3,1e-05
490,0.78,0,1.5,0,0,6,235,0.369513
120,114.45,149,153.6,0,0,3,25,0.564702
135,113.54,136.5,140.4,0,0,1,28,0.58759
130,111,140,144.2,0,0,1,14,0.556645
140,130,131,135,0,0,1,52,0.544682
145,129.02,126.5,130.6,0,0,1,18,0.539922
150,100,122,126,0,0,4,72,0.530217
155,113.67,118.5,122.4,0,0,4,0,0.548405
160,98.35,113,117.4,0,0,2,87,0.516728
165,96.42,109,113,0,0,1,13,0.513249
170,106,104.55,108.75,0,0,1,23,0.504674
175,49.42,101.5,105.2,0,0,1,0,0.517827
180,65.48,96.55,100.55,0,0,10,115,0.536748
185,41.33,92.55,96.4,0,0,1,59,0.526952
190,93.7,88.55,92.55,0,0,10,102,0.521703
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,56.62,84.5,88.6,0,0,3,103,0.513707
200,84.83,81.05,84.8,2.83,3.45122,3,372,0.507268
210,77.53,73.75,77.55,-1.1,-1.39896,3,447,0.496709
220,68.5,67.35,71.4,0.349998,0.513571,3,204,0.497014
230,64.55,59,62.3,3.05,4.95935,1,286,0.455114
235,47.76,57.65,61.5,0,0,6,5,0.480001
240,56.61,54.45,58.2,1.81,3.30292,4,658,0.472555
250,50.16,48.2,52.15,1.16,2.36735,3,952,0.461538
260,45,42.65,46.5,1.02,2.31924,337,680,0.451406
270,40.31,38.75,41.6,2.81,7.49334,24,435,0.445776
280,34.65,31.55,34.75,3.15,10,173,1262,0.415716
290,31.35,27.6,31.85,3.92,14.2909,25,767,0.424002
300,25.32,24.3,27.3,1.32,5.5,1040,2052,0.411093
310,22,20.5,22.5,4.05,22.5627,17,1466,0.391592
320,17.85,16.65,19.2,3.8,27.0463,18,1244,0.38439
330,15,13.8,16,2.01,15.4734,2,751,0.374426
340,12.34,11.15,13,0.940001,8.24562,12,1564,0.362616
350,10.25,8.85,11.25,1.2,13.2597,60,1643,0.362601
360,8,6.65,8.8,1,14.2857,2,848,0.349463
380,5.3,3.9,7.45,1.1,26.1905,1228,2095,0.366095
390,4,2.83,6.5,0.49,13.9601,16,852,0.367316
400,3.15,2.3,4.9,0.55,21.1539,15,748,0.353736
420,1.9,0.89,3.5,0.87,84.466,43,1368,0.351966
440,1,0.07,2.48,0,0,3,131,0.350226
460,0.4,0.05,2,0,0,1,0,0.357733
470,0.35,0.2,2.99,0,0,1,71,0.399878
480,0.6,0.1,0,0,0,5,35,0.125009

Ticker: DUK
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
40,58.4,40.5,45,0,0,5,1,1e-05
60,11.5,29.1,32.6,0,0,1690,0,0.452764
45,53.16,38.7,43.5,0,0,12,2,1e-05
70,12.5,20.8,23.5,0,0,4,0,0.37049
50,40.4,38.7,43,12.4,44.2857,2,21,0.632572
55,36.7,34.1,38.2,20.5,126.543,1,1,0.566289
65,21.09,26.3,27.7,0,0,1,9,0.392706
75,11.5,16.8,19.4,0,0,2,24,0.344489
72.5,5.9,19.4,21.5,0,0,920,1,0.360785
77.5,8.5,14.7,19,0,0,1,24,0.392584
80,14.8,14.2,17.7,5.3,55.7895,2,167,0.39881
82.5,14.73,10.7,14.2,9.23,167.818,3,91,0.324775
85,11.03,9.8,13.7,3.03,37.875,4,1286,0.35401
87.5,7.2,9.6,11.1,0,0,3,504,0.30976
90,8.8,8.3,9.4,2.9,49.1525,12,919,0.293098
92.5,6.8,7,8.1,3.5,106.061,7,0,0.286262
95,6.5,5.3,7.6,3.91,150.965,11,0,0.30146
97.5,5.5,4.5,6,3.61,191.005,11,801,0.278572
100,4,2.15,5,1.29,47.6015,23,1105,0.271431
105,3.2,2.4,3.3,1.65,106.452,2,0,0.256599
110,1.8,1.3,2.15,1.4,350,7,311,0.247688
115,1,0.8,1.35,0.7,233.333,1,0,0.240364
120,0.9,0.25,0.7,0,0,5,95,0.225594
125,0.55,0,0.95,-0.45,-45,0,2,0.267585
130,0.8,0.05,0.45,0,0,1,110,0.246834
135,0.05,0.05,0.45,0,0,0,3,0.266121
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: KO
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
23,36.75,24.05,27.5,0,0,1,1,0.778078
35,14.91,14.4,15.05,2.35,18.7102,8,221,0.370856
25,20,23.85,24.8,0,0,1,5,0.587406
45,6.4,6.4,7,0.45,7.56303,46,5209,0.287971
30,19.75,19.05,20.05,2.4,13.8329,3,112,0.492193
33,14.4,16.1,17.2,0,0,1,72,0.436529
38,12.45,11.8,12.4,1.61,14.8524,661,771,0.339118
40,10.35,10,11.05,0.85,8.94737,33,5069,0.348273
43,8.25,7.8,8.4,0.85,11.4865,209,1343,0.299812
47,5.59,5.4,5.75,0.69,14.0816,44,3546,0.278816
50,4.05,3.75,4.1,0.55,15.7143,137,6777,0.264534
52.5,2.84,2.7,2.9,0.34,13.6,95,2903,0.249519
55,1.96,1.81,1.97,0.39,24.8408,672,12718,0.237801
57.5,1.38,1.19,1.61,0.36,35.2941,71,5528,0.251839
60,0.89,0.86,0.98,0.16,21.9178,216,11284,0.236214
62.5,0.57,0.51,0.81,0.15,35.7143,12,4386,0.249031
65,0.37,0.27,0.53,0.11,42.3077,25,6803,0.244148
67.5,0.22,0.16,0.25,0.06,37.5,8,308,0.224617
70,0.16,0.13,0.15,0.05,45.4545,29,1001,0.221687
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: EMR
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
50,6.3,7.2,8.9,0,0,10,149,0.449957
35,18.8,17.9,19.8,0,0,1,34,0.518804
25,23.15,26.4,28.5,0,0,4,1,0.591313
45,7.68,10.3,12.1,0,0,1,12,0.491948
30,18.5,22.6,24.1,0,0,0,1,0.597904
57.5,4.7,4,5.3,0,0,8,216,0.411139
40,11.8,14.1,15.8,0,0,3,12,0.546635
52.5,7,5.9,7.9,0,0,1,55,0.454473
55,5.42,5.2,6.3,0,0,27,122,0.419317
60,3,3.2,4.4,-0.8,-21.0526,2,304,0.402472
62.5,3.8,2.2,3.7,2.2,137.5,7,84,0.399176
65,2.35,1.9,2.9,0,0,4,238,0.383795
67.5,1.62,1.25,2.25,0,0,14,109,0.3711
70,1.41,1.05,2.15,0,0,12,232,0.391119
72.5,1.05,0.8,1.45,0,0,1,439,0.362677
75,1,0.2,1,0.25,33.3333,2,625,0.344367
77.5,0.5,0.05,0.95,0.22,78.5714,2,226,0.359381
80,0.5,0.2,0.7,0.04,8.69565,11,1667,0.350104
82.5,0.5,0.15,0.5,0,0,3,215,0.340583
85,0.25,0.05,0.65,0,0,3,293,0.377692
87.5,0.2,0,0.5,0,0,1,248,0.371832
90,0.2,0,0.25,0,0,105,437,0.338874
95,0.1,0,0.15,0,0,2,89,0.335944
100,0.4,0,0,0,0,11,0,0.125009
105,0.2,0.2,0,0,0,0,0,0.125009
110,0.05,0,0.1,0,0,21,87,0.377936
115,0.45,0,0,0,0,0,0,0.250007
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: EXC
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
40,4.3,4.3,4.8,0.6,16.2162,5,1686,0.377326
28,10.1,11.2,14.5,0,0,5,4,0.666751
45,2,2.3,2.7,0,0,16,1720,0.347541
30,7.5,10.5,11.3,0,0,0,7,0.465093
33,8.1,8.1,9.3,4.18,106.633,3,28,0.455084
35,6.51,7,7.6,1.33,25.6757,2131,2139,0.407599
38,5.38,5.3,5.8,1.18,28.0952,7,40,0.386481
42,3.78,3.4,3.9,0.88,30.3448,5,360,0.367194
47,1.28,1.55,2.35,0,0,7,974,0.359259
50,1.2,1.05,1.55,0.4,50,45,2051,0.341926
55,0.1,0.35,0.8,0,0,2,712,0.330573
60,0.24,0.05,0.45,-0.31,-56.3636,2,256,0.332526
65,0.25,0,0.75,0,0,1,315,0.425055
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: OXY
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
82.5,0.18,0,0.24,-0.07,-28,1,51,0.863283
20,3.9,3.6,4.15,0,0,1159,3225,0.988526
10,7.45,7.75,9.65,-0.75,-9.14634,98,1043,1.35938
80,0.12,0,0.15,-0.03,-20,22,275,0.800783
5,13,9.15,13.05,2.4,22.6415,21,156,1.27539
40,0.76,0.56,0.92,0.04,5.55555,397,11084,0.822267
2.5,15,11.2,15.4,4,36.3636,10,10,1.72852
22.5,2.84,2.81,3.3,-0.21,-6.88525,215,862,0.933594
15,5.6,5.25,5.9,-0.35,-5.88235,1598,5184,1.04932
120,0.15,0,0.2,0,0,83,245,0.984375
7.5,10.45,9.15,10.75,0.849999,8.85416,13,251,1.40625
17.5,4.55,4.5,5,-0.04,-0.871459,435,964,1.03516
12.5,6.5,6.5,7.1,-0.5,-7.14286,556,1877,1.12159
25,2.49,2.17,2.72,-0.13,-4.96183,851,2081,0.900392
27.5,2.41,1.66,2.26,0.65,36.9318,87,1396,0.874513
30,1.72,1.48,1.86,0.0500001,2.99402,1056,4450,0.874025
32.5,1.39,0.99,1.56,0.0699999,5.30302,59,3119,0.838869
35,1.11,0.83,1.3,0.04,3.73831,401,10554,0.833986
37.5,1,0.62,1.1,0.13,14.9425,132,1916,0.820314
42.5,0.7,0.36,0.78,0.17,32.0755,109,5185,0.800783
45,0.52,0.4,0.63,-0.00999999,-1.88679,126,11894,0.810549
47.5,0.55,0.19,0.55,0.17,44.7368,11,1967,0.780276
50,0.35,0.31,0.41,0.02,6.0606,71,6633,0.800783
52.5,0.34,0.2,0.38,-0.14,-29.1667,8,1370,0.790041
55,0.28,0.22,0.34,-0.02,-6.66667,144,1810,0.805666
57.5,0.3,0.2,0.31,0.11,57.8947,10,926,0.812502
60,0.21,0.16,0.28,-0.04,-16,150,3559,0.810549
62.5,0.18,0.15,0.2,0,0,16,3304,0.797854
65,0.16,0.03,0.24,0,0,14,5047,0.783205
67.5,0.15,0.02,0.22,0,0,2,524,0.785158
70,0.16,0,0.2,0,0,15,1672,0.779299
72.5,0.15,0,0.27,0,0,1,205,0.826174
75,0.16,0.05,0.19,0,0,53,418,0.826174
77.5,0.1,0.03,0.15,-0.04,-28.5714,31,556,0.806643
85,0.18,0,0.27,0,0,5,61,0.890626
87.5,0.2,0,0.27,0,0,1,58,0.902345
90,0.1,0,0.17,0,0,6,523,0.857423
95,0.1,0,0.25,0,0,2,19,0.923829
100,0.05,0,0.25,0,0,1,85,0.94336
105,0.08,0,0.24,0,0,1,70,0.957032
110,0.14,0,0.22,0,0,1,98,0.962891
115,0.05,0,0.22,0,0,14,80,0.980469
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: LOW
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
165,1,0.2,1.68,0,0,0,0,0.439825
40,33,53.4,57.65,0,0,0,7,0.816896
60,15,36.15,40.3,0,0,50,50,0.529302
45,66.3,65.2,68.75,0,0,2,0,1.69287
62.5,18.5,34.15,37.85,0,0,0,1,0.510991
47.5,46.6,36.1,38,0,0,5,5,1e-05
50,47,44.3,48.75,3.55,8.17031,2,150,0.531743
55,32,40.1,44.45,0,0,2,2,0.532109
67.5,20.35,30.05,33.2,0,0,6,9,0.552922
65,33.98,32.2,35.5,2.98,9.6129,1,74,0.581425
70,31.6,28.25,32.05,3.59,12.8169,1,106,0.575444
72.5,27.77,27.1,29.4,0,0,1,7,0.530522
75,23.2,24.6,28.4,0,0,12,73,0.552617
77.5,20.61,23.4,27.1,0,0,1,5,0.558781
80,23.29,21.25,25.15,0.570002,2.50881,1,149,0.538762
82.5,21.7,19.55,23.5,0.700001,3.33334,6,172,0.528386
85,22,18.1,22,2.75,14.2857,1,184,0.521489
87.5,13.1,17.45,20.05,0,0,1,161,0.498357
90,18.08,15.85,19.1,1.36,8.13397,14,282,0.506108
92.5,15.1,14.25,17.7,0,0,1,301,0.497564
95,16,14.1,15.65,1.85,13.0742,31,288,0.467535
97.5,14.75,12.25,14.4,5.03,51.749,13,229,0.460699
100,13.65,11.75,13.3,1.82,15.3846,10,376,0.456609
105,11.12,9.5,11.35,1.42,14.6392,3,172,0.450872
110,8.55,6.9,9.2,0.75,9.61538,2,659,0.432379
115,7.5,5.55,7.5,1.3,20.9677,7,1205,0.42066
120,5.5,4.55,6.55,1.2,27.907,15,689,0.426703
125,4,2.74,4.8,0.2,5.26316,9,1879,0.399664
130,3.76,2.27,3.9,0.68,22.0779,2,1653,0.395392
135,2.86,1.33,4.1,1.86,186,1,618,0.430059
140,1.03,1.27,3.3,0,0,8,378,0.422308
145,1.3,1.24,2.07,0,0,1,406,0.386786
150,1.4,0.03,1.79,0.68,94.4444,3,169,0.39173
155,0.86,0.04,1.56,0,0,1,127,0.396979
160,0.7,0.04,2.37,0.25,55.5556,4,43,0.461919
170,0.32,0.27,0.47,0,0,1,0,0.352546
175,0.2,0,0.38,0,0,2,177,0.353522
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: FB
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
40,130.7,133.85,137.15,0,0,1,40,0.781252
165,26.45,24.95,28.05,0.1,0.379508,9,1810,0.380499
320,0.23,0.12,0.28,0.03,15,22,1100,0.306648
20,177,200.1,204.45,0,0,1,0,0
325,0.21,0.17,0.26,0.02,10.5263,43,12561,0.310065
160,30.2,29,30.5,0.700001,2.37288,26,2565,0.377539
10,161.15,163.7,166.9,0,0,1,301,1.34375
80,80.17,94.8,98.55,0,0,6,118,0.571293
330,0.18,0.09,0.28,0.03,20,8,293,0.319587
5,166.05,168.6,171.95,0,0,5,1010,1.66016
30,181.56,180.7,185.2,0,0,10,40,0
240,2.45,2.04,2.67,0.12,5.15022,39,3342,0.288642
15,148.35,157.85,161.15,0,0,0,44,1.59522
50,108.2,124.45,125.6,0,0,8,0,0.695316
205,8.08,7.1,9.1,-0.42,-4.94118,47,4885,0.311713
275,0.6,0.57,0.78,0,0,1,1729,0.284919
35,145.03,157.1,161.5,0,0,10,0,2.72364
25,154.77,130.7,133.4,0,0,1,0,1e-05
55,140.19,144.9,149.45,0,0,30,0,2.30536
60,104.9,114.4,117.45,0,0,3,184,0.66016
245,1.93,1.82,2.41,0,0,21,1297,0.293159
65,107.35,109.15,112.95,0,0,1,28,0.632328
270,0.79,0.57,0.91,-0.00999999,-1.25,1,1741,0.283943
70,100.5,104.3,108.1,0,0,2,264,0.607182
290,0.4,0.27,0.67,-0.00999999,-2.43902,10,1080,0.302741
75,97.55,99.55,103.35,0,0,1,130,0.591679
350,0.14,0.08,0.19,0.02,16.6667,27,730,0.327643
85,88.05,90,93.45,0,0,4,127,0.536382
90,86.4,85.3,89.05,0,0,415,1712,0.530522
95,74.95,80.75,84.35,0,0,1,493,0.515996
100,75.25,76,79.8,0.25,0.333333,5,2547,0.582829
105,73.39,71.45,75.1,5.4,7.94235,3,1655,0.554448
110,66.84,67.05,70.15,3.09,4.84705,1,3249,0.517583
115,51.9,62.8,65.8,0,0,5,483,0.501897
120,59.5,58.4,61.85,0.849998,1.44927,1,1652,0.496526
125,54.47,54.2,57.4,-0.0399971,-0.0733757,4,387,0.474462
265,0.92,0.75,1.08,-0.06,-6.12245,11,1244,0.283821
130,51.45,50.1,53.25,-0.0999985,-0.193983,7,934,0.459356
135,45,45.75,49.55,-1.5,-3.22581,3,665,0.453283
285,0.52,0.45,0.59,0.08,18.1818,5,860,0.288337
140,44.65,42,44.6,0.650002,1.47728,17,2237,0.416784
295,0.4,0.32,0.61,0.09,29.0323,26,1252,0.306037
145,40.38,38.3,41.55,0.380001,0.950003,104,998,0.420752
150,36.67,35.55,37.75,0.82,2.28731,48,4138,0.406103
315,0.23,0.24,0.31,0,0,28,1201,0.304206
155,33,31.3,34,1.05,3.28638,57,2032,0.390509
170,24.35,23.55,24.85,0.75,3.17797,153,5696,0.367621
